,Name,Location,Price,Kms_driven,Fuel_type,Year,Company
773,XUV,Bangalore,1784699,10813, Diesel ,2020,Mahindra
774,Creta,Chennai,778199,127971, Petrol ,2016,Hyundai
775,Suzuki,Chennai,705099,114108, Diesel ,2018,Maruti
776,Grand,Chennai,557599,52030, Diesel ,2017,Hyundai
777,XUV,Pune,1518099,44721, Diesel ,2018,Mahindra
778,Marazzo,Madurai,1190000,50000, Diesel,2018,Mahindra
779,Laura,Madurai,590000,95000, Diesel,2011,Skoda
780,Harrier,Madurai,1980000,17000, Diesel,2020,Tata
781,XUV,Chennai,1350000,52500, Diesel,2018,Mahindra
782,5,NaviMumbai,1059000,49000, Petrol ,2010,BMW
783,Suzuki,Kolkata,185000,55000, Petrol ,2011,Maruti
784,Scorpio,Chennai,710000,81500, Diesel,2014,Mahindra
785,Benz,Kolkata,1948888,10000, Diesel ,2013,Mercedes
786,Harrier,Bangalore,2272499,22667, Diesel ,2020,Tata
787,City,Bangalore,626199,68519, Petrol ,2014,Honda
788,Nano,Bangalore,236099,64011, Petrol ,2015,Tata
789,Suzuki,Bangalore,430499,13598, Petrol ,2021,Maruti
790,Suzuki,Bangalore,442799,47037, Petrol ,2014,Maruti
791,Creta,Pune,1373699,69711, Petrol ,2018,Hyundai
792,Elite,Pune,589299,49189, Petrol ,2015,Hyundai
793,Suzuki,Chennai,298199,18368, Petrol ,2016,Maruti
794,Harrier,Pune,1508799,16874, Diesel ,2020,Tata
795,Suzuki,Bangalore,473699,24484, Petrol ,2019,Maruti
796,Suzuki,Chennai,656299,20688, Petrol ,2019,Maruti
797,Suzuki,Chennai,345799,24065, Petrol ,2016,Maruti
798,Grand,Chennai,584599,22609, Petrol ,2018,Hyundai
799,Rapid,Pune,786799,56523, Diesel ,2017,Skoda
800,Elite,Chennai,624799,48031, Petrol ,2018,Hyundai
801,Grand,Chennai,472399,45578, Petrol ,2016,Hyundai
802,Fluidic,Kolkata,408888,70070, Diesel ,2012,Hyundai
803,i10,Kolkata,288888,28000, Petrol ,2015,Hyundai
804,Sail,Kolkata,198888,30030, Diesel ,2013,Chevrolet
805,Endeavor,Kolkata,898888,25000, Diesel ,2011,Ford
806,3,Kolkata,1148888,8000, Diesel ,2013,BMW
807,Spark,Chennai,79000,53000, Petrol,2010,Chevrolet
808,City,Chennai,97000,68000, Petrol,2007,Honda
809,Santro,Pune,135000,58000, Petrol,2007,Hyundai
810,Elite,Bangalore,687199,28648, Petrol ,2016,Hyundai
811,i10,Bangalore,387099,59819, Petrol ,2015,Hyundai
812,Suzuki,Chennai,650599,19574, Petrol ,2018,Maruti
813,Hexa,Chennai,1705799,46337, Diesel ,2019,Tata
814,Polo,Bangalore,526899,73563, Petrol ,2015,Volkswagen
815,Jazz,Chennai,612799,51428, Petrol ,2016,Honda
816,Suzuki,Chennai,269099,95754, Petrol ,2016,Maruti
817,Hexa,Chennai,1952199,34533, Diesel ,2019,Tata
818,Suzuki,Chennai,646299,50154, Petrol ,2016,Maruti
819,Suzuki,Bangalore,425899,23492, Petrol ,2016,Maruti
820,Suzuki,Bangalore,496399,37739, Petrol ,2017,Maruti
821,Suzuki,Bangalore,393799,46178, Petrol ,2015,Maruti
822,Suzuki,Chennai,619599,42893, Petrol ,2017,Maruti
823,Suzuki,Pune,423599,57875, Petrol + CNG ,2019,Maruti
824,Venue,Pune,831999,4832, Petrol ,2020,Hyundai
825,Triber,Chennai,695099,27805, Petrol ,2019,Renault
826,Xcent,Ahmedabad,390000,71000, Diesel ,2014,Hyundai
827,Fortuner,Chennai,1350000,140000, Diesel,2013,Toyota
828,Innova,Chennai,1350000,70000, Diesel,2014,Toyota
829,City,Chennai,250000,75000, Petrol,2008,Honda
830,Suzuki,Pune,145000,57000, Petrol,2009,Maruti
831,Suzuki,Pune,980000,57000, Diesel,2018,Maruti
832,Creta,Pune,980000,91000, Diesel,2018,Hyundai
833,i10,Nagpur,195000,86000, Petrol,2009,Hyundai
834,Suzuki,Chennai,261499,68844, Petrol ,2013,Maruti
835,Jazz,Chennai,649699,37070, Petrol ,2017,Honda
836,Grand,Pune,494099,20393, Petrol ,2017,Hyundai
837,Suzuki,Pune,313399,22244, Petrol ,2017,Maruti
838,Fortuner,Chennai,2122099,47024, Diesel ,2016,Toyota
839,Elite,Chennai,552799,64707, Petrol ,2015,Hyundai
840,Ecosport,Pune,490099,52149, Petrol ,2013,Ford
841,Grand,Pune,638599,11203, Petrol ,2017,Hyundai
842,Suzuki,Pune,374799,18071, Petrol ,2015,Maruti
843,Elite,Chennai,517499,81412, Petrol ,2016,Hyundai
844,Suzuki,Chennai,553899,41912, Petrol ,2016,Maruti
845,Suzuki,Chennai,579199,32516, Petrol ,2016,Maruti
846,Grand,Bangalore,531999,41552, Petrol ,2015,Hyundai
847,Grand,Chennai,496199,21790, Petrol ,2018,Hyundai
848,Suzuki,Chennai,659099,34010, Petrol ,2019,Maruti
849,Elite,Chennai,534799,50050, Petrol ,2016,Hyundai
850,Suzuki,Chennai,950000,2000, Petrol,2019,Maruti
851,Suzuki,Nagpur,265000,71000, Petrol,2010,Maruti
852,i20,Chennai,650000,52000, Diesel,2015,Hyundai
853,Suzuki,Chennai,650000,35000, Petrol,2018,Maruti
854,Kwid,Chennai,290000,41000, Petrol,2016,Renault
855,Indigo,Bangalore,74999,125000, Diesel,2003,Tata
856,Suzuki,Bangalore,155000,85000, Petrol,2006,Maruti
857,Optra,Chennai,69000,85000, Petrol,2005,Chevrolet
858,Grand,Chennai,496199,21790, Petrol ,2018,Hyundai
859,Suzuki,Chennai,298599,75822, Petrol ,2011,Maruti
860,Tiago,Bangalore,490199,28589, Petrol ,2016,Tata
861,Kwid,Bangalore,422999,15883, Petrol ,2017,Renault
862,Elite,Chennai,656399,63648, Petrol ,2016,Hyundai
863,Suzuki,Pune,688599,156931, Diesel ,2016,Maruti
864,Suzuki,Pune,1113299,13829, Petrol ,2019,Maruti
865,Suzuki,Pune,608399,28361, Petrol ,2016,Maruti
866,Grand,Chennai,587399,77960, Petrol ,2017,Hyundai
867,Suzuki,Bangalore,449699,33473, Petrol ,2015,Maruti
868,Suzuki,Chennai,464899,29052, Petrol ,2019,Maruti
869,Suzuki,Chennai,302699,68041, Petrol ,2017,Maruti
870,Suzuki,Bangalore,583299,61361, Petrol ,2015,Maruti
871,BRV,Bangalore,877999,32218, Petrol ,2018,Honda
872,i10,Chennai,398499,28579, Petrol ,2016,Hyundai
873,Grand,Chennai,529399,51343, Petrol ,2017,Hyundai
874,Optra,Chennai,69000,85000, Petrol,2005,Chevrolet
875,City,Hyderabad,700000,86868, Petrol,2016,Honda
876,Accent,Chennai,79000,85000, Petrol,2002,Hyundai
877,Suzuki,Chennai,390000,77000, Petrol,2012,Maruti
878,City,Chennai,950000,35500, Petrol ,2017,Honda
879,Glanza,Chennai,725000,19942, Petrol,2019,Toyota
880,i20,Bangalore,439000,16000, Petrol ,2012,Hyundai
881,City,,1069999,54000, CNG ,2018,Honda
882,Kwid,Bangalore,422299,17357, Petrol ,2019,Renault
883,Figo,Bangalore,589999,14517, Petrol ,2017,Ford
884,Suzuki,Chennai,661299,13517, Petrol ,2017,Maruti
885,Suzuki,Chennai,429099,42302, Petrol ,2017,Maruti
886,Suzuki,Chennai,389399,65783, Petrol ,2015,Maruti
887,Lodgy,Chennai,629799,138716, Diesel ,2015,Renault
888,i10,Bangalore,397299,43339, Petrol ,2013,Hyundai
889,Suzuki,Pune,546399,19526, Petrol ,2018,Maruti
890,Suzuki,Bangalore,412999,25673, Petrol ,2016,Maruti
891,Suzuki,Chennai,402799,93304, Petrol ,2016,Maruti
892,Creta,Chennai,915699,94409, Diesel ,2019,Hyundai
893,Suzuki,Chennai,361499,66799, Petrol,2014,Maruti
894,EON,Chennai,357899,27339, Petrol ,2016,Hyundai
895,Kwid,Pune,475399,9095, Petrol ,2018,Renault
896,Suzuki,Bangalore,485299,21934, Petrol ,2019,Maruti
897,Suzuki,Bangalore,643599,51706, Petrol ,2016,Maruti
898,City,Dwarka,1069999,54000, CNG ,2018,Honda
899,City,GirSomnath,1069999,54000, CNG ,2018,Honda
900,City,Anand,1069999,54000, CNG ,2018,Honda
901,i20,Chennai,255000,90000, Petrol,2009,Hyundai
902,Hexa,Muzaffarnagar,1500000,85000, Diesel,2019,Tata
903,XUV,Jaipur,650000,89000, Diesel,2014,Mahindra
904,Santro,Jaipur,175000,45000, Petrol,2010,Hyundai
905,WRV,Kolkata,735000,34000, Petrol ,2018,Honda
906,Suzuki,Pune,438199,31281, Petrol ,2018,Maruti
907,City,Bangalore,924599,46312, Petrol ,2019,Honda
908,Elite,Chennai,664099,32989, Petrol ,2018,Hyundai
909,Kwid,Bangalore,462299,50599, Petrol ,2018,Renault
910,Brio,Bangalore,438499,26127, Petrol ,2016,Honda
911,Suzuki,Bangalore,680999,58118, Diesel ,2016,Maruti
912,Suzuki,Chennai,393199,23534, Petrol ,2019,Maruti
913,Suzuki,Chennai,646799,58978, Petrol ,2018,Maruti
914,Suzuki,Pune,349999,33103, Petrol ,2014,Maruti
915,Suzuki,Bangalore,419599,14600, Petrol ,2018,Maruti
916,Suzuki,Pune,585099,26049, Petrol ,2016,Maruti
917,Freestyle,Bangalore,627799,33895, Diesel ,2018,Ford
918,Polo,Bangalore,520799,32893, Petrol ,2017,Volkswagen
919,Suzuki,Chennai,410199,61717, Petrol ,2013,Maruti
920,Suzuki,Chennai,404399,82334, Petrol ,2017,Maruti
921,Verna,Chennai,682799,87381, Petrol ,2017,Hyundai
922,Rover,Chennai,4490000,51000, Diesel,2017,Land
923,City,Delhi,150000,85000, Petrol,2008,Honda
924,Cayenne,Mumbai,3300000,38000, Electric ,2011,Porsche
925,Innova,Bangalore,1175000,210000, Diesel ,2013,Toyota
